EmployeeNumber,Over18,StandardHours,Age,Department,JobRole,BusinessTravel,MaritalStatus,MonthlyIncome,WorkLifeBalance,YearsAtCompany,JobSatisfaction,PerformanceRating,Attrition
591,Y,80,45,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,17346,2,4,1,3,No
592,Y,80,42,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,2212,4,4,3,4,No
593,Y,80,50,Research & Development,Laboratory Technician,Non-Travel,Divorced,3658,1,2,2,3,No
594,Y,80,55,Research & Development,Research Scientist,Non-Travel,Divorced,14270,4,2,3,3,No
595,Y,80,23,Research & Development,Manager,Travel_Frequently,Single,16029,2,19,2,4,Yes
596,Y,80,49,Research & Development,Research Scientist,Non-Travel,Married,7024,4,17,4,3,No
597,Y,80,38,Research & Development,Laboratory Technician,Travel_Frequently,Single,15039,2,19,2,3,No
598,Y,80,33,Research & Development,Laboratory Technician,Non-Travel,Divorced,7141,2,3,3,3,Yes
599,Y,80,38,Sales,Research Scientist,Travel_Rarely,Married,7988,1,0,3,4,No
600,Y,80,28,Research & Development,Sales Executive,Non-Travel,Single,15777,4,15,1,3,No
601,Y,80,54,Human Resources,Sales Executive,Travel_Rarely,Single,7578,4,7,4,3,No
602,Y,80,53,Sales,Sales Executive,Travel_Rarely,Divorced,17051,1,16,2,4,No
603,Y,80,52,Sales,Laboratory Technician,Travel_Rarely,Single,5845,2,7,4,3,No
604,Y,80,36,Research & Development,Manufacturing Director,Travel_Frequently,Single,13882,4,6,3,3,No
605,Y,80,37,Research & Development,Laboratory Technician,Non-Travel,Single,16247,1,7,1,3,No
606,Y,80,35,Research & Development,Manufacturing Director,Travel_Rarely,Single,13484,2,11,3,3,No
607,Y,80,58,Research & Development,Research Scientist,Travel_Rarely,Single,2378,1,15,3,3,No
608,Y,80,31,Sales,Manager,Travel_Frequently,Divorced,5293,4,11,3,4,No
609,Y,80,32,Research & Development,Manufacturing Director,Non-Travel,Divorced,13630,1,18,2,3,No
610,Y,80,48,Research & Development,Sales Executive,Non-Travel,Single,15660,3,9,3,3,Yes
611,Y,80,18,Research & Development,Laboratory Technician,Travel_Frequently,Divorced,18608,2,6,4,3,Yes
612,Y,80,20,Research & Development,Research Scientist,Travel_Frequently,Divorced,2737,3,11,4,3,No
613,Y,80,33,Sales,Sales Executive,Non-Travel,Married,18619,3,19,1,3,No
614,Y,80,40,Sales,Research Scientist,Travel_Frequently,Single,14470,2,4,4,3,Yes
615,Y,80,28,Sales,Manager,Non-Travel,Divorced,19095,2,15,3,3,No
616,Y,80,29,Research & Development,Laboratory Technician,Non-Travel,Divorced,18117,1,8,3,3,No
617,Y,80,27,Sales,Laboratory Technician,Travel_Rarely,Single,16779,2,6,4,3,No
618,Y,80,49,Research & Development,Manager,Travel_Rarely,Married,19643,3,19,1,3,No
619,Y,80,33,Research & Development,Laboratory Technician,Non-Travel,Single,9271,3,13,1,4,No
620,Y,80,25,Sales,Manufacturing Director,Non-Travel,Married,19132,4,10,4,3,No
621,Y,80,55,Sales,Research Scientist,Non-Travel,Single,14178,2,6,2,3,No
622,Y,80,29,Sales,Sales Executive,Non-Travel,Single,16490,3,9,2,4,Yes
623,Y,80,41,Research & Development,Manager,Non-Travel,Single,15863,4,8,2,3,No
624,Y,80,45,Sales,Manufacturing Director,Non-Travel,Single,3823,4,3,2,3,No
625,Y,80,25,Research & Development,Sales Executive,Travel_Frequently,Married,8852,1,15,4,3,No
626,Y,80,45,Research & Development,Sales Executive,Non-Travel,Married,15072,3,9,1,3,No
627,Y,80,53,Research & Development,Manager,Travel_Frequently,Divorced,13133,1,18,3,3,No
628,Y,80,43,Research & Development,Manufacturing Director,Travel_Frequently,Single,17111,3,16,3,4,No
629,Y,80,25,Research & Development,Sales Executive,Non-Travel,Married,8519,1,8,4,3,No
630,Y,80,45,Human Resources,Sales Executive,Non-Travel,Married,3777,1,12,3,3,No
631,Y,80,45,Sales,Manufacturing Director,Travel_Frequently,Married,19606,2,0,2,3,No
632,Y,80,54,Sales,Laboratory Technician,Travel_Frequently,Single,16772,1,1,1,4,No
633,Y,80,58,Research & Development,Sales Executive,Non-Travel,Divorced,15621,2,12,4,3,No
634,Y,80,53,Human Resources,Research Scientist,Non-Travel,Married,13859,4,8,1,4,Yes
635,Y,80,44,Research & Development,Manufacturing Director,Travel_Frequently,Single,11496,3,6,4,3,No
636,Y,80,34,Sales,Sales Executive,Travel_Frequently,Married,9490,4,15,4,3,No
637,Y,80,26,Sales,Manager,Travel_Frequently,Married,10893,3,18,4,3,No
638,Y,80,50,Human Resources,Research Scientist,Travel_Rarely,Divorced,4989,4,6,4,3,No
639,Y,80,37,Sales,Sales Executive,Travel_Frequently,Married,10343,3,5,1,3,No
640,Y,80,30,Research & Development,Research Scientist,Travel_Rarely,Married,19709,1,17,3,3,No
641,Y,80,45,Research & Development,Research Scientist,Non-Travel,Single,13914,3,18,4,3,No
642,Y,80,46,Research & Development,Laboratory Technician,Non-Travel,Single,10998,3,10,2,3,No
643,Y,80,30,Research & Development,Research Scientist,Travel_Frequently,Divorced,4722,4,11,4,4,No
644,Y,80,52,Research & Development,Laboratory Technician,Non-Travel,Single,6656,4,9,1,4,No
645,Y,80,23,Sales,Manufacturing Director,Non-Travel,Single,19709,4,12,4,3,No
646,Y,80,35,Research & Development,Laboratory Technician,Non-Travel,Divorced,6133,2,11,2,3,No
647,Y,80,22,Research & Development,Manager,Non-Travel,Married,3242,2,9,1,3,No
648,Y,80,42,Research & Development,Sales Executive,Travel_Rarely,Divorced,10539,3,19,4,3,No
649,Y,80,19,Sales,Manufacturing Director,Travel_Rarely,Single,3831,3,17,2,4,No
650,Y,80,27,Human Resources,Manufacturing Director,Travel_Frequently,Divorced,19953,1,3,1,3,No
651,Y,80,47,Research & Development,Manager,Travel_Frequently,Married,9246,1,4,4,4,No
652,Y,80,22,Sales,Laboratory Technician,Travel_Frequently,Divorced,5232,3,4,2,4,No
653,Y,80,50,Sales,Sales Executive,Non-Travel,Single,5758,2,11,1,4,No
654,Y,80,18,Research & Development,Laboratory Technician,Non-Travel,Single,7997,3,2,4,3,No
655,Y,80,35,Research & Development,Research Scientist,Travel_Rarely,Divorced,12972,1,7,1,3,No
656,Y,80,49,Research & Development,Laboratory Technician,Travel_Rarely,Married,17368,2,1,2,3,No
657,Y,80,28,Sales,Manufacturing Director,Travel_Frequently,Divorced,3824,2,17,4,3,Yes
658,Y,80,38,Sales,Sales Executive,Travel_Rarely,Married,12683,1,8,4,3,No
659,Y,80,43,Research & Development,Laboratory Technician,Travel_Rarely,Married,6060,3,12,4,3,No
660,Y,80,42,Research & Development,Sales Executive,Travel_Rarely,Divorced,2404,4,6,2,3,No
661,Y,80,39,Research & Development,Sales Executive,Travel_Rarely,Married,13017,3,9,3,3,No
662,Y,80,44,Human Resources,Research Scientist,Travel_Rarely,Single,5845,3,8,4,3,No
663,Y,80,30,Human Resources,Research Scientist,Travel_Frequently,Divorced,13384,1,14,2,3,Yes
664,Y,80,50,Human Resources,Manufacturing Director,Travel_Frequently,Married,18448,2,4,1,3,No
665,Y,80,51,Research & Development,Manager,Travel_Rarely,Single,11491,1,11,1,3,No
666,Y,80,58,Research & Development,Sales Executive,Travel_Frequently,Divorced,15112,3,0,2,3,No
667,Y,80,52,Research & Development,Manager,Non-Travel,Single,13785,4,11,3,3,No
668,Y,80,18,Research & Development,Manufacturing Director,Travel_Rarely,Single,2968,4,5,2,3,No
669,Y,80,38,Research & Development,Sales Executive,Non-Travel,Single,2368,4,18,1,3,No
670,Y,80,23,Sales,Sales Executive,Travel_Frequently,Married,10424,1,18,1,3,No
671,Y,80,45,Research & Development,Manager,Travel_Frequently,Divorced,4242,2,15,4,3,No
672,Y,80,34,Sales,Laboratory Technician,Non-Travel,Divorced,5083,1,18,3,3,No
673,Y,80,22,Research & Development,Research Scientist,Travel_Frequently,Married,15322,4,2,2,3,No
674,Y,80,48,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,3469,3,9,1,3,No
675,Y,80,22,Research & Development,Manager,Non-Travel,Single,6725,2,17,1,3,No
676,Y,80,55,Sales,Research Scientist,Travel_Rarely,Divorced,6259,1,12,1,4,No
677,Y,80,20,Human Resources,Laboratory Technician,Non-Travel,Married,5622,1,17,2,3,Yes
678,Y,80,40,Research & Development,Research Scientist,Travel_Frequently,Single,12292,2,2,2,4,No
679,Y,80,54,Sales,Sales Executive,Non-Travel,Married,19207,2,2,3,3,No
680,Y,80,54,Sales,Laboratory Technician,Non-Travel,Single,5431,3,11,4,3,No
681,Y,80,27,Sales,Research Scientist,Travel_Rarely,Single,6151,2,19,4,3,No
682,Y,80,27,Sales,Research Scientist,Travel_Frequently,Divorced,6213,3,6,4,3,No
683,Y,80,36,Human Resources,Research Scientist,Travel_Rarely,Single,17235,4,7,1,3,No
684,Y,80,34,Research & Development,Laboratory Technician,Travel_Frequently,Married,10989,4,8,4,3,Yes
685,Y,80,38,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,2779,1,13,1,3,No
686,Y,80,31,Research & Development,Laboratory Technician,Non-Travel,Married,17351,4,4,3,3,No
687,Y,80,26,Sales,Manager,Travel_Rarely,Single,13042,4,18,1,3,No
688,Y,80,18,Research & Development,Laboratory Technician,Travel_Frequently,Married,7534,3,15,3,4,No
689,Y,80,30,Sales,Research Scientist,Travel_Frequently,Married,5306,1,11,3,3,No
690,Y,80,21,Research & Development,Sales Executive,Non-Travel,Single,4902,2,3,4,3,No
691,Y,80,18,Human Resources,Laboratory Technician,Travel_Frequently,Divorced,15391,1,7,4,3,No
692,Y,80,57,Research & Development,Laboratory Technician,Travel_Rarely,Married,5718,4,6,1,3,No
693,Y,80,49,Research & Development,Research Scientist,Non-Travel,Single,2021,2,14,2,4,No
694,Y,80,51,Sales,Sales Executive,Travel_Frequently,Divorced,3500,1,5,4,3,No
695,Y,80,45,Sales,Sales Executive,Travel_Frequently,Divorced,11034,1,4,4,3,No
696,Y,80,48,Sales,Manager,Travel_Rarely,Divorced,17799,1,13,2,3,No
697,Y,80,25,Research & Development,Laboratory Technician,Travel_Rarely,Married,5641,1,12,2,3,No
698,Y,80,56,Sales,Sales Executive,Non-Travel,Married,2191,3,9,4,3,No
699,Y,80,43,Research & Development,Sales Executive,Travel_Frequently,Married,15306,1,17,2,4,No
700,Y,80,51,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,15414,4,3,1,3,No
701,Y,80,20,Research & Development,Manufacturing Director,Non-Travel,Married,10587,4,7,3,4,No
702,Y,80,29,Sales,Sales Executive,Travel_Frequently,Single,6662,3,10,3,4,No
703,Y,80,18,Sales,Manager,Travel_Frequently,Married,6326,2,16,4,3,No
704,Y,80,22,Human Resources,Sales Executive,Non-Travel,Married,11065,2,17,4,3,No
705,Y,80,47,Research & Development,Research Scientist,Non-Travel,Divorced,12471,4,10,1,3,No
706,Y,80,47,Research & Development,Laboratory Technician,Travel_Rarely,Married,14641,4,15,2,3,No
707,Y,80,34,Sales,Manager,Travel_Frequently,Single,11196,3,11,4,3,No
708,Y,80,40,Human Resources,Research Scientist,Travel_Frequently,Divorced,14726,2,12,3,4,No
709,Y,80,32,Research & Development,Manager,Travel_Frequently,Single,17651,2,15,1,3,No
710,Y,80,54,Research & Development,Research Scientist,Non-Travel,Divorced,10536,1,0,1,3,No
711,Y,80,38,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,14944,1,15,2,3,Yes
712,Y,80,31,Sales,Laboratory Technician,Travel_Frequently,Married,8273,1,14,4,3,No
713,Y,80,19,Research & Development,Manufacturing Director,Non-Travel,Single,8284,3,5,4,4,Yes
714,Y,80,28,Research & Development,Research Scientist,Travel_Frequently,Divorced,10817,4,11,1,3,No
715,Y,80,56,Sales,Manufacturing Director,Travel_Rarely,Married,10414,3,7,3,3,No
716,Y,80,55,Human Resources,Research Scientist,Travel_Frequently,Divorced,19127,2,6,4,3,Yes
717,Y,80,51,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,18846,4,1,3,4,Yes
718,Y,80,55,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,19952,1,11,1,3,No
719,Y,80,51,Sales,Manager,Travel_Frequently,Divorced,13539,3,13,4,4,Yes
720,Y,80,35,Sales,Manufacturing Director,Travel_Frequently,Divorced,15993,3,15,3,3,No
721,Y,80,47,Research & Development,Research Scientist,Travel_Rarely,Divorced,15451,1,10,1,3,Yes
722,Y,80,32,Research & Development,Research Scientist,Non-Travel,Married,16692,3,19,3,3,No
723,Y,80,44,Sales,Laboratory Technician,Travel_Rarely,Divorced,15334,1,8,4,3,No
724,Y,80,51,Research & Development,Research Scientist,Travel_Frequently,Single,9903,2,9,2,3,No
725,Y,80,55,Research & Development,Sales Executive,Travel_Frequently,Married,17629,4,16,3,3,No
726,Y,80,50,Sales,Manager,Non-Travel,Single,19740,2,11,2,3,No
727,Y,80,41,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,3014,2,5,4,3,No
728,Y,80,32,Sales,Manager,Travel_Rarely,Single,12860,1,18,2,3,No
729,Y,80,47,Human Resources,Laboratory Technician,Travel_Rarely,Divorced,19438,3,10,1,3,No
730,Y,80,59,Research & Development,Manufacturing Director,Travel_Frequently,Divorced,3764,2,8,2,3,Yes
731,Y,80,34,Sales,Manufacturing Director,Travel_Rarely,Married,8009,2,5,3,3,No
732,Y,80,22,Research & Development,Sales Executive,Non-Travel,Married,11604,2,15,3,3,No
733,Y,80,46,Research & Development,Laboratory Technician,Travel_Frequently,Divorced,18012,3,19,2,3,No
734,Y,80,21,Research & Development,Research Scientist,Travel_Frequently,Married,2667,3,15,1,3,No
735,Y,80,27,Research & Development,Sales Executive,Travel_Rarely,Single,5370,1,5,4,4,No
736,Y,80,34,Research & Development,Sales Executive,Non-Travel,Married,7976,2,4,2,3,No
737,Y,80,27,Sales,Manager,Travel_Frequently,Married,19778,4,3,3,3,No
738,Y,80,34,Sales,Manager,Travel_Frequently,Single,10613,3,1,3,4,No
739,Y,80,37,Sales,Manager,Travel_Rarely,Married,7599,1,5,2,4,No
740,Y,80,41,Research & Development,Sales Executive,Travel_Rarely,Divorced,5650,2,8,2,3,Yes
741,Y,80,22,Research & Development,Research Scientist,Non-Travel,Single,14349,4,16,2,4,No
742,Y,80,51,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,11894,3,13,4,3,No
743,Y,80,23,Sales,Manager,Non-Travel,Single,5190,4,6,3,3,No
744,Y,80,19,Research & Development,Research Scientist,Travel_Frequently,Divorced,17345,3,18,3,3,No
745,Y,80,30,Research & Development,Laboratory Technician,Non-Travel,Divorced,10789,1,0,3,3,No
746,Y,80,28,Research & Development,Manager,Non-Travel,Married,2391,4,19,4,3,Yes
747,Y,80,40,Research & Development,Manufacturing Director,Non-Travel,Divorced,19459,2,14,1,4,No
748,Y,80,33,Sales,Laboratory Technician,Travel_Frequently,Married,4650,2,17,3,4,No
749,Y,80,48,Sales,Laboratory Technician,Travel_Rarely,Single,15600,3,2,3,3,No
750,Y,80,28,Research & Development,Manufacturing Director,Travel_Frequently,Divorced,16317,2,17,1,3,No
751,Y,80,33,Research & Development,Manager,Travel_Rarely,Divorced,19193,4,1,4,3,No
752,Y,80,25,Research & Development,Sales Executive,Non-Travel,Single,17563,1,9,1,3,Yes
753,Y,80,21,Research & Development,Manufacturing Director,Non-Travel,Single,8895,3,10,1,3,Yes
754,Y,80,57,Research & Development,Manufacturing Director,Non-Travel,Divorced,19543,4,2,1,3,Yes
755,Y,80,21,Research & Development,Manufacturing Director,Non-Travel,Single,3531,3,6,1,4,No
756,Y,80,42,Research & Development,Laboratory Technician,Non-Travel,Married,7481,1,7,4,3,No
757,Y,80,20,Research & Development,Research Scientist,Travel_Rarely,Single,12874,3,18,4,3,No
758,Y,80,49,Research & Development,Sales Executive,Travel_Rarely,Single,8163,2,17,1,3,No
759,Y,80,20,Research & Development,Manager,Non-Travel,Divorced,7264,2,12,2,3,No
760,Y,80,44,Research & Development,Manager,Travel_Frequently,Married,19615,3,12,2,4,No
761,Y,80,46,Research & Development,Research Scientist,Travel_Frequently,Single,17890,1,18,2,3,Yes
762,Y,80,49,Research & Development,Manufacturing Director,Non-Travel,Married,13767,1,11,2,3,No
763,Y,80,36,Sales,Sales Executive,Travel_Rarely,Married,10071,2,16,3,3,No
764,Y,80,38,Research & Development,Manager,Travel_Frequently,Married,17540,1,11,4,3,No
765,Y,80,22,Research & Development,Manager,Travel_Frequently,Divorced,4908,3,12,4,3,No
766,Y,80,35,Research & Development,Manufacturing Director,Travel_Frequently,Single,6712,4,11,1,3,No
767,Y,80,45,Research & Development,Research Scientist,Non-Travel,Divorced,14190,3,18,3,3,No
768,Y,80,59,Research & Development,Sales Executive,Travel_Frequently,Single,12150,2,13,1,3,No
769,Y,80,39,Research & Development,Research Scientist,Travel_Frequently,Single,6491,2,6,1,3,No
770,Y,80,38,Research & Development,Research Scientist,Travel_Frequently,Divorced,15919,2,12,4,3,No
771,Y,80,23,Sales,Sales Executive,Travel_Frequently,Married,16168,1,5,3,3,No
772,Y,80,18,Research & Development,Sales Executive,Travel_Rarely,Married,10593,3,18,2,3,No
773,Y,80,22,Research & Development,Manager,Non-Travel,Single,19358,4,18,4,4,No
774,Y,80,58,Research & Development,Manager,Non-Travel,Divorced,18607,3,3,3,3,No
775,Y,80,29,Sales,Sales Executive,Travel_Rarely,Married,6613,4,18,3,3,No
776,Y,80,43,Sales,Laboratory Technician,Travel_Rarely,Married,13426,3,8,4,3,No
777,Y,80,51,Research & Development,Manager,Non-Travel,Single,18609,2,15,4,3,No
778,Y,80,31,Sales,Laboratory Technician,Travel_Frequently,Single,10183,4,3,1,3,No
779,Y,80,43,Sales,Sales Executive,Travel_Frequently,Divorced,19725,3,5,1,4,No
780,Y,80,44,Sales,Manager,Non-Travel,Single,10401,1,7,1,3,No
781,Y,80,26,Sales,Research Scientist,Travel_Frequently,Married,5727,1,15,2,3,No
782,Y,80,43,Sales,Sales Executive,Travel_Rarely,Married,15703,3,4,4,3,No
783,Y,80,39,Research & Development,Manufacturing Director,Travel_Frequently,Married,12218,2,9,3,4,No
784,Y,80,47,Research & Development,Laboratory Technician,Travel_Frequently,Married,2393,4,12,4,3,Yes
785,Y,80,34,Research & Development,Sales Executive,Travel_Frequently,Divorced,17992,3,13,3,3,No
786,Y,80,43,Research & Development,Sales Executive,Non-Travel,Divorced,11035,1,6,2,4,Yes
787,Y,80,53,Research & Development,Manager,Travel_Rarely,Single,11716,4,19,4,3,Yes
788,Y,80,18,Sales,Manager,Travel_Frequently,Single,10795,1,5,3,3,No
789,Y,80,25,Sales,Manager,Non-Travel,Single,2581,1,6,3,3,Yes
790,Y,80,52,Research & Development,Manufacturing Director,Travel_Frequently,Divorced,16330,3,4,1,3,Yes
791,Y,80,32,Sales,Manager,Travel_Rarely,Married,12131,1,17,2,3,No
792,Y,80,39,Research & Development,Sales Executive,Travel_Frequently,Single,2132,4,11,4,3,No
793,Y,80,31,Research & Development,Manager,Travel_Rarely,Married,16984,2,5,1,3,No
794,Y,80,43,Research & Development,Research Scientist,Travel_Frequently,Single,5385,3,0,2,4,Yes
795,Y,80,45,Sales,Manager,Travel_Rarely,Single,5770,4,3,1,4,No
796,Y,80,40,Research & Development,Manufacturing Director,Travel_Frequently,Single,4268,3,18,4,3,No
797,Y,80,31,Research & Development,Research Scientist,Travel_Rarely,Single,2975,1,11,3,3,Yes
798,Y,80,41,Sales,Sales Executive,Travel_Frequently,Single,9605,1,14,4,3,Yes
799,Y,80,19,Research & Development,Sales Executive,Travel_Frequently,Married,9213,4,2,2,3,Yes
800,Y,80,43,Research & Development,Laboratory Technician,Non-Travel,Single,13455,4,19,4,3,No
801,Y,80,31,Human Resources,Research Scientist,Non-Travel,Married,4835,2,7,2,3,No
802,Y,80,24,Sales,Laboratory Technician,Travel_Rarely,Divorced,4738,4,10,1,3,No
803,Y,80,20,Research & Development,Research Scientist,Travel_Frequently,Single,11549,4,15,2,3,No
804,Y,80,40,Research & Development,Research Scientist,Travel_Rarely,Married,6134,3,8,3,3,No
805,Y,80,35,Research & Development,Manufacturing Director,Non-Travel,Divorced,8833,1,2,3,3,No
806,Y,80,55,Sales,Laboratory Technician,Travel_Rarely,Divorced,10353,4,4,3,3,No
807,Y,80,52,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,17690,2,19,1,3,No
808,Y,80,32,Sales,Research Scientist,Non-Travel,Married,3909,4,13,2,3,No
809,Y,80,42,Research & Development,Sales Executive,Travel_Frequently,Single,16496,1,14,1,3,No
810,Y,80,54,Sales,Research Scientist,Travel_Rarely,Single,14062,4,5,4,3,No
811,Y,80,45,Research & Development,Manufacturing Director,Non-Travel,Married,11850,3,3,4,3,No
812,Y,80,27,Research & Development,Laboratory Technician,Travel_Frequently,Single,3963,1,7,4,3,No
813,Y,80,56,Research & Development,Laboratory Technician,Non-Travel,Married,7153,4,18,4,3,No
814,Y,80,34,Sales,Manufacturing Director,Travel_Rarely,Single,12481,3,4,3,4,Yes
815,Y,80,56,Sales,Laboratory Technician,Travel_Frequently,Divorced,2966,1,12,2,3,No
816,Y,80,39,Research & Development,Manager,Travel_Frequently,Single,2889,4,15,3,3,No
817,Y,80,43,Research & Development,Sales Executive,Non-Travel,Married,8461,3,0,2,3,No
818,Y,80,42,Sales,Sales Executive,Non-Travel,Married,8166,2,12,2,4,Yes
819,Y,80,34,Research & Development,Sales Executive,Non-Travel,Divorced,18006,3,10,1,3,Yes
820,Y,80,30,Human Resources,Laboratory Technician,Travel_Frequently,Married,13381,2,7,4,3,No
821,Y,80,37,Research & Development,Laboratory Technician,Travel_Frequently,Single,18344,4,7,2,3,No
822,Y,80,42,Research & Development,Research Scientist,Travel_Rarely,Single,12940,3,13,4,3,No
823,Y,80,21,Human Resources,Research Scientist,Travel_Frequently,Divorced,13258,2,12,4,3,No
824,Y,80,27,Sales,Sales Executive,Travel_Rarely,Married,9280,1,2,4,3,No
825,Y,80,20,Research & Development,Manager,Non-Travel,Divorced,3067,3,3,3,4,No
826,Y,80,58,Human Resources,Research Scientist,Non-Travel,Single,13115,4,19,4,3,Yes
827,Y,80,35,Sales,Research Scientist,Travel_Frequently,Divorced,11018,1,14,2,4,Yes
828,Y,80,53,Research & Development,Laboratory Technician,Non-Travel,Married,17753,2,14,3,3,No
829,Y,80,39,Research & Development,Manager,Non-Travel,Divorced,16178,3,12,4,4,No
830,Y,80,51,Research & Development,Sales Executive,Travel_Frequently,Married,17187,3,8,1,3,No
831,Y,80,25,Research & Development,Research Scientist,Travel_Rarely,Married,6607,4,9,4,3,No
832,Y,80,57,Human Resources,Manager,Travel_Frequently,Single,5985,1,11,4,4,Yes
833,Y,80,36,Research & Development,Manager,Travel_Rarely,Single,12284,3,13,3,4,No
834,Y,80,59,Sales,Sales Executive,Travel_Frequently,Single,16554,3,0,2,3,No
835,Y,80,58,Research & Development,Manager,Travel_Frequently,Married,6538,1,13,4,3,No
836,Y,80,54,Sales,Manager,Non-Travel,Divorced,8371,3,13,3,4,Yes
837,Y,80,23,Research & Development,Manager,Travel_Frequently,Married,3726,1,7,3,3,No
838,Y,80,43,Research & Development,Research Scientist,Travel_Frequently,Single,7791,1,15,2,3,No
839,Y,80,51,Research & Development,Sales Executive,Travel_Rarely,Single,10458,1,13,3,4,No
840,Y,80,23,Research & Development,Manager,Non-Travel,Divorced,19221,4,0,2,3,No
841,Y,80,54,Human Resources,Manager,Travel_Rarely,Single,17738,1,15,1,3,Yes
842,Y,80,50,Research & Development,Research Scientist,Travel_Rarely,Single,19070,1,17,4,3,Yes
843,Y,80,39,Research & Development,Sales Executive,Non-Travel,Single,18740,2,6,3,3,Yes
844,Y,80,38,Sales,Laboratory Technician,Non-Travel,Divorced,11063,2,14,1,3,No
845,Y,80,23,Human Resources,Research Scientist,Non-Travel,Married,12165,4,16,3,4,No
846,Y,80,23,Human Resources,Sales Executive,Travel_Frequently,Single,16539,1,18,3,3,No
847,Y,80,21,Research & Development,Manager,Non-Travel,Divorced,17572,2,12,1,4,Yes
848,Y,80,47,Sales,Sales Executive,Non-Travel,Single,6647,2,8,3,4,No
849,Y,80,28,Sales,Sales Executive,Non-Travel,Divorced,12002,3,14,3,3,No
850,Y,80,47,Sales,Sales Executive,Travel_Rarely,Single,12833,1,2,1,3,No
851,Y,80,48,Sales,Laboratory Technician,Travel_Rarely,Divorced,12420,2,0,3,3,No
852,Y,80,41,Research & Development,Sales Executive,Travel_Frequently,Single,8642,4,15,2,3,No
853,Y,80,26,Human Resources,Laboratory Technician,Travel_Rarely,Married,12542,3,7,3,3,No
854,Y,80,20,Research & Development,Manager,Travel_Frequently,Single,6357,3,12,4,3,No
855,Y,80,48,Sales,Laboratory Technician,Travel_Rarely,Divorced,17599,1,7,3,3,No
856,Y,80,57,Sales,Manager,Non-Travel,Single,15201,1,16,4,3,No
857,Y,80,54,Sales,Manager,Travel_Rarely,Married,4739,3,13,4,3,No
858,Y,80,53,Sales,Laboratory Technician,Travel_Frequently,Single,15231,4,6,3,3,No
859,Y,80,41,Sales,Research Scientist,Travel_Rarely,Divorced,11510,1,14,1,3,No
860,Y,80,48,Sales,Manufacturing Director,Non-Travel,Divorced,11727,1,15,2,3,No
861,Y,80,23,Research & Development,Sales Executive,Travel_Frequently,Married,12635,3,18,2,3,No
862,Y,80,19,Human Resources,Manufacturing Director,Non-Travel,Divorced,11964,3,5,3,3,No
863,Y,80,37,Research & Development,Sales Executive,Non-Travel,Single,19261,1,0,1,3,No
864,Y,80,45,Research & Development,Sales Executive,Travel_Frequently,Single,13392,2,11,1,3,Yes
865,Y,80,28,Research & Development,Manager,Non-Travel,Single,14336,1,17,2,3,No
866,Y,80,21,Sales,Sales Executive,Non-Travel,Divorced,13939,2,15,1,3,No
867,Y,80,32,Sales,Sales Executive,Travel_Rarely,Single,18676,3,11,3,3,No
868,Y,80,23,Research & Development,Laboratory Technician,Non-Travel,Single,11843,2,19,3,3,No
869,Y,80,47,Sales,Manufacturing Director,Non-Travel,Single,14823,4,12,1,3,Yes
870,Y,80,55,Research & Development,Laboratory Technician,Non-Travel,Married,4686,3,7,3,4,No
871,Y,80,19,Research & Development,Sales Executive,Non-Travel,Divorced,2233,1,0,4,3,No
872,Y,80,32,Research & Development,Manager,Travel_Frequently,Divorced,16429,1,6,2,4,Yes
873,Y,80,28,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,4272,3,14,3,3,No
874,Y,80,25,Research & Development,Laboratory Technician,Non-Travel,Married,19350,3,12,1,3,No
875,Y,80,43,Sales,Research Scientist,Non-Travel,Divorced,19273,4,12,2,3,No
876,Y,80,22,Sales,Sales Executive,Travel_Frequently,Married,5400,3,8,3,3,No
877,Y,80,23,Research & Development,Manager,Non-Travel,Married,17371,1,14,2,3,No
878,Y,80,43,Research & Development,Laboratory Technician,Travel_Frequently,Divorced,6542,4,3,1,3,No
879,Y,80,21,Sales,Laboratory Technician,Travel_Rarely,Single,5523,1,12,4,3,No
880,Y,80,36,Research & Development,Manager,Travel_Rarely,Single,5291,2,11,4,3,No
881,Y,80,37,Research & Development,Sales Executive,Non-Travel,Divorced,4488,3,4,3,3,Yes
882,Y,80,50,Research & Development,Research Scientist,Non-Travel,Divorced,12892,2,6,4,3,No
883,Y,80,37,Research & Development,Laboratory Technician,Non-Travel,Married,3558,1,7,3,3,No
884,Y,80,29,Research & Development,Research Scientist,Travel_Frequently,Divorced,6690,2,4,2,3,No
885,Y,80,18,Research & Development,Manufacturing Director,Non-Travel,Married,8121,2,8,3,4,No
886,Y,80,43,Human Resources,Sales Executive,Non-Travel,Divorced,14198,1,13,3,3,No
887,Y,80,31,Sales,Manufacturing Director,Travel_Rarely,Single,6439,1,11,3,3,Yes
